(2196, 474)#(474, 2498)#(2498, 1537)#(1537, 2329)#(2329, 148)#(148, 4260)#(4260, 4955)#(4955, 2124)#(2124, 111)#(111, 318)#(318, 51)#(51, 1198)#(1198, 846)
(2063, 3927)#(3927, 2064)#(2064, 1826)#(1826, 2312)#(2312, 3657)#(3657, 89)#(89, 1015)#(1015, 148)#(148, 1353)#(1353, 2414)#(2414, 2002)#(2002, 239)#(239, 1706)#(1706, 898)
(3217, 1076)#(1076, 412)#(412, 480)#(480, 2045)#(2045, 2105)#(2105, 216)#(216, 21)#(21, 24)#(24, 3089)#(3089, 148)#(148, 492)#(492, 657)#(657, 685)#(685, 3420)
(3162, 1633)#(1633, 2758)#(2758, 3183)#(3183, 3893)#(3893, 3089)#(3089, 148)#(148, 1736)#(1736, 2859)#(2859, 1017)#(1017, 2414)#(2414, 4957)#(4957, 2033)#(2033, 3174)#(3174, 2489)
(2459, 2498)#(2498, 1044)#(1044, 715)#(715, 148)#(148, 2681)#(2681, 4788)#(4788, 4933)#(4933, 3274)#(3274, 2879)#(2879, 51)#(51, 4135)#(4135, 2775)#(2775, 1242)#(1242, 605)
(3064, 3173)#(3173, 3179)#(3179, 2346)#(2346, 2636)#(2636, 3352)#(3352, 3893)#(3893, 148)#(148, 1353)#(1353, 1472)#(1472, 1077)#(1077, 1321)#(1321, 170)#(170, 3545)#(3545, 1249)
(1187, 2025)#(2025, 1664)#(1664, 2634)#(2634, 148)#(148, 260)#(260, 905)#(905, 1813)#(1813, 2571)#(2571, 2626)#(2626, 3051)#(3051, 3085)#(3085, 1947)#(1947, 2314)#(2314, 2982)
(2019, 1922)#(1922, 1432)#(1432, 3667)#(3667, 1013)#(1013, 2166)#(2166, 2639)#(2639, 2341)#(2341, 2346)#(2346, 3520)#(3520, 4037)#(4037, 3439)#(3439, 70)#(70, 148)#(148, 170)
(2460, 2212)#(2212, 1026)#(1026, 217)#(217, 1830)#(1830, 2339)#(2339, 66)#(66, 3094)#(3094, 148)#(148, 1539)#(1539, 3993)#(3993, 1697)#(1697, 3159)#(3159, 526)#(526, 318)
(2284, 2270)#(2270, 1871)#(1871, 2534)#(2534, 3338)#(3338, 3173)#(3173, 2327)#(2327, 2579)#(2579, 148)#(148, 290)#(290, 1327)#(1327, 2307)#(2307, 2285)#(2285, 3457)#(3457, 318)
(607, 2798)#(2798, 2079)#(2079, 1084)#(1084, 2603)#(2603, 145)#(145, 824)#(824, 427)#(427, 2758)#(2758, 2058)#(2058, 3916)#(3916, 148)#(148, 3647)#(3647, 2630)#(2630, 590)
(108, 1381)#(1381, 3201)#(3201, 755)#(755, 2774)#(2774, 148)#(148, 1893)#(1893, 1017)#(1017, 1646)#(1646, 999)#(999, 573)#(573, 3527)#(3527, 4882)#(4882, 1971)#(1971, 3698)
(2027, 3911)#(3911, 1876)#(1876, 1937)#(1937, 3270)#(3270, 3616)#(3616, 2446)#(2446, 1878)#(1878, 3073)#(3073, 1115)#(1115, 3792)#(3792, 148)#(148, 3917)#(3917, 1269)#(1269, 47)
(2338, 373)#(373, 3094)#(3094, 2001)#(2001, 2256)#(2256, 148)#(148, 4532)#(4532, 4637)#(4637, 3771)#(3771, 4933)#(4933, 4862)#(4862, 296)#(296, 318)#(318, 51)#(51, 2489)
(2864, 1312)#(1312, 1518)#(1518, 2774)#(2774, 148)#(148, 1235)#(1235, 2340)#(2340, 1611)#(1611, 3185)#(3185, 1697)#(1697, 2011)#(2011, 816)#(816, 2489)#(2489, 1174)#(1174, 260)
(1830, 1058)#(1058, 3710)#(3710, 2044)#(2044, 2253)#(2253, 2346)#(2346, 2053)#(2053, 1386)#(1386, 381)#(381, 901)#(901, 2757)#(2757, 3390)#(3390, 4773)#(4773, 2236)#(2236, 148)
(1937, 3467)#(3467, 1350)#(1350, 1406)#(1406, 2149)#(2149, 3191)#(3191, 1081)#(1081, 3721)#(3721, 824)#(824, 4809)#(4809, 3276)#(3276, 3094)#(3094, 148)#(148, 2859)#(2859, 4235)
(1541, 1228)#(1228, 2044)#(2044, 2053)#(2053, 2056)#(2056, 2058)#(2058, 2331)#(2331, 148)#(148, 2451)#(2451, 426)#(426, 2843)#(2843, 1188)#(1188, 4454)#(4454, 2664)#(2664, 296)
(1069, 3583)#(3583, 2254)#(2254, 474)#(474, 256)#(256, 277)#(277, 205)#(205, 1013)#(1013, 1837)#(1837, 2788)#(2788, 381)#(381, 3446)#(3446, 290)#(290, 148)#(148, 1539)
(4627, 1660)#(1660, 3270)#(3270, 1003)#(1003, 1323)#(1323, 1539)#(1539, 148)#(148, 2630)#(2630, 2307)#(2307, 4866)#(4866, 4862)#(4862, 318)#(318, 846)#(846, 51)#(51, 526)
(1537, 2346)#(2346, 3102)#(3102, 148)#(148, 1357)#(1357, 3271)#(3271, 1697)#(1697, 4163)#(4163, 526)#(526, 846)#(846, 318)#(318, 1628)#(1628, 4903)#(4903, 1209)#(1209, 355)
(246, 4887)#(4887, 2825)#(2825, 247)#(247, 148)#(148, 2065)#(2065, 2187)#(2187, 1168)#(1168, 2924)#(2924, 3698)#(3698, 1594)#(1594, 1334)#(1334, 3898)
(146, 2328)#(2328, 1722)#(1722, 4070)#(4070, 3089)#(3089, 3993)#(3993, 148)#(148, 2298)#(2298, 1446)#(1446, 4866)#(4866, 3920)#(3920, 318)#(318, 846)
(2459, 2663)#(2663, 2043)#(2043, 613)#(613, 2033)#(2033, 700)#(700, 4156)#(4156, 3396)#(3396, 14)#(14, 4217)#(4217, 1664)#(1664, 148)#(148, 1628)#(1628, 4881)
(375, 1260)#(1260, 32)#(32, 2641)#(2641, 3023)#(3023, 3826)#(3826, 1379)#(1379, 3710)#(3710, 204)#(204, 3878)#(3878, 66)#(66, 148)#(148, 1814)#(1814, 971)#(971, 2912)
(2373, 582)#(582, 885)#(885, 715)#(715, 1913)#(1913, 2611)#(2611, 326)#(326, 1021)#(1021, 412)#(412, 1272)#(1272, 2757)#(2757, 4357)#(4357, 4398)#(4398, 2215)#(2215, 148)
(1567, 1664)#(1664, 33)#(33, 740)#(740, 1196)#(1196, 905)#(905, 1025)#(1025, 1227)#(1227, 1388)#(1388, 910)#(910, 1319)#(1319, 148)#(148, 939)#(939, 1116)#(1116, 1276)
(1268, 1109)#(1109, 837)#(837, 3126)#(3126, 1011)#(1011, 3338)#(3338, 3162)#(3162, 70)#(70, 148)#(148, 1706)#(1706, 2969)#(2969, 1173)#(1173, 2794)#(2794, 1185)#(1185, 540)
(2687, 1260)#(1260, 1999)#(1999, 1100)#(1100, 205)#(205, 217)#(217, 733)#(733, 1540)#(1540, 1072)#(1072, 176)#(176, 148)#(148, 2637)#(2637, 4532)#(4532, 506)#(506, 999)
(900, 2311)#(2311, 1886)#(1886, 171)#(171, 2678)#(2678, 1826)#(1826, 2064)#(2064, 1270)#(1270, 1004)#(1004, 2056)#(2056, 2035)#(2035, 3738)#(3738, 2058)#(2058, 148)#(148, 1017)
(2861, 2339)#(2339, 3710)#(3710, 4253)#(4253, 2035)#(2035, 3029)#(3029, 373)#(373, 2320)#(2320, 148)#(148, 4548)#(4548, 2187)#(2187, 2307)#(2307, 318)#(318, 846)#(846, 51)
(148, 639)#(639, 2633)#(2633, 2082)#(2082, 2621)#(2621, 2725)#(2725, 3807)#(3807, 3862)#(3862, 3005)#(3005, 3223)#(3223, 4878)#(4878, 1198)#(1198, 2775)#(2775, 1158)#(1158, 1205)
(3615, 1074)#(1074, 3021)#(3021, 381)#(381, 148)#(148, 3075)#(3075, 2589)#(2589, 1315)#(1315, 772)#(772, 1678)#(1678, 74)#(74, 3166)#(3166, 3902)#(3902, 3732)#(3732, 702)
(2086, 3614)#(3614, 440)#(440, 1638)#(1638, 148)#(148, 3703)#(3703, 1264)#(1264, 1173)#(1173, 3900)#(3900, 846)#(846, 51)#(51, 1172)#(1172, 740)#(740, 1158)#(1158, 1181)
(885, 3171)#(3171, 900)#(900, 1224)#(1224, 371)#(371, 2166)#(2166, 1026)#(1026, 1866)#(1866, 361)#(361, 633)#(633, 1804)#(1804, 1518)#(1518, 941)#(941, 148)#(148, 3366)
(3467, 2605)#(2605, 827)#(827, 3094)#(3094, 3183)#(3183, 3916)#(3916, 148)#(148, 3547)#(3547, 3942)#(3942, 2298)#(2298, 2723)#(2723, 1193)#(1193, 3789)#(3789, 318)#(318, 846)
(2546, 3233)#(3233, 3477)#(3477, 1441)#(1441, 3926)#(3926, 479)#(479, 4642)#(4642, 1842)#(1842, 148)#(148, 1154)#(1154, 4135)#(4135, 2923)#(2923, 3063)#(3063, 1687)#(1687, 4215)
(3529, 1901)#(1901, 2937)#(2937, 1272)#(1272, 4278)#(4278, 412)#(412, 66)#(66, 755)#(755, 176)#(176, 360)#(360, 2052)#(2052, 2774)#(2774, 3089)#(3089, 148)#(148, 318)
(1021, 1379)#(1379, 2231)#(2231, 4921)#(4921, 148)#(148, 1327)#(1327, 2589)#(2589, 3166)#(3166, 4586)#(4586, 2300)#(2300, 2043)#(2043, 3467)#(3467, 2861)#(2861, 2518)#(2518, 2385)
(2006, 867)#(867, 412)#(412, 1409)#(1409, 3803)#(3803, 755)#(755, 418)#(418, 1972)#(1972, 2058)#(2058, 2331)#(2331, 2485)#(2485, 920)#(920, 148)#(148, 1539)#(1539, 2589)
(3023, 523)#(523, 2419)#(2419, 2346)#(2346, 89)#(89, 148)#(148, 2365)#(2365, 3771)#(3771, 4586)#(4586, 2689)#(2689, 2777)#(2777, 4135)#(4135, 3705)#(3705, 2247)#(2247, 1930)
(2015, 208)#(208, 148)#(148, 267)#(267, 2483)#(2483, 610)#(610, 4064)#(4064, 318)#(318, 846)#(846, 1202)#(1202, 111)#(111, 18)#(18, 2314)#(2314, 3490)#(3490, 355)
(1590, 3778)#(3778, 1270)#(1270, 1409)#(1409, 148)#(148, 610)#(610, 4795)#(4795, 3428)#(3428, 3939)#(3939, 4055)#(4055, 1721)#(1721, 318)#(318, 51)#(51, 4786)#(4786, 1757)
(2499, 249)#(249, 2757)#(2757, 2058)#(2058, 1972)#(1972, 492)#(492, 148)#(148, 1243)#(1243, 3397)#(3397, 3635)#(3635, 2255)#(2255, 1174)#(1174, 296)#(296, 2679)#(2679, 1245)
(32, 1031)#(1031, 256)#(256, 2345)#(2345, 2798)#(2798, 853)#(853, 2624)#(2624, 1004)#(1004, 381)#(381, 1021)#(1021, 205)#(205, 326)#(326, 37)#(37, 148)#(148, 507)
(3664, 148)#(148, 1446)#(1446, 1755)#(1755, 2054)#(2054, 2264)#(2264, 3184)#(3184, 420)#(420, 3476)#(3476, 4859)#(4859, 51)#(51, 526)#(526, 890)#(890, 898)#(898, 3490)
(1272, 2712)#(2712, 3364)#(3364, 66)#(66, 3932)#(3932, 148)#(148, 3908)#(3908, 182)#(182, 3375)#(3375, 1979)#(1979, 1439)#(1439, 2524)#(2524, 1627)#(1627, 4156)#(4156, 2551)
(1073, 900)#(900, 2254)#(2254, 2069)#(2069, 711)#(711, 361)#(361, 2743)#(2743, 3778)#(3778, 1459)#(1459, 2035)#(2035, 2757)#(2757, 1633)#(1633, 2256)#(2256, 148)#(148, 4881)
(1312, 530)#(530, 2277)#(2277, 3710)#(3710, 867)#(867, 70)#(70, 148)#(148, 2630)#(2630, 27)#(27, 657)#(657, 3391)#(3391, 182)#(182, 4156)#(4156, 2490)#(2490, 318)
(2419, 216)#(216, 2485)#(2485, 148)#(148, 4788)#(4788, 989)#(989, 1172)#(1172, 4144)#(4144, 3920)#(3920, 1567)#(1567, 4901)#(4901, 2679)#(2679, 3892)#(3892, 1222)#(1222, 112)
(1537, 1406)#(1406, 1541)#(1541, 3338)#(3338, 3928)#(3928, 1081)#(1081, 1542)#(1542, 3029)#(3029, 824)#(824, 728)#(728, 3895)#(3895, 2256)#(2256, 2725)#(2725, 148)#(148, 1472)
(1224, 1262)#(1262, 1866)#(1866, 530)#(530, 2043)#(2043, 2312)#(2312, 1386)#(1386, 1105)#(1105, 1878)#(1878, 1874)#(1874, 2058)#(2058, 2219)#(2219, 2709)#(2709, 148)#(148, 1188)
(146, 582)#(582, 1913)#(1913, 1246)#(1246, 2459)#(2459, 1011)#(1011, 2064)#(2064, 1626)#(1626, 3217)#(3217, 2053)#(2053, 3468)#(3468, 1568)#(1568, 1569)#(1569, 148)#(148, 3490)
(3016, 4642)#(4642, 531)#(531, 3170)#(3170, 3390)#(3390, 148)#(148, 2843)#(2843, 2065)#(2065, 2307)#(2307, 2266)#(2266, 2200)#(2200, 2291)#(2291, 526)#(526, 318)#(318, 2489)
(148, 1646)#(1646, 1691)#(1691, 2777)#(2777, 4129)#(4129, 4624)#(4624, 318)#(318, 51)#(51, 526)#(526, 1181)#(1181, 910)
(373, 901)#(901, 2045)#(2045, 2722)#(2722, 281)#(281, 148)#(148, 82)#(82, 2062)#(2062, 2431)#(2431, 3166)#(3166, 357)#(357, 4797)#(4797, 4176)#(4176, 846)#(846, 526)
(519, 164)#(164, 2616)#(2616, 2825)#(2825, 2338)#(2338, 2499)#(2499, 1003)#(1003, 1884)#(1884, 2015)#(2015, 2296)#(2296, 2774)#(2774, 3366)#(3366, 148)#(148, 4773)#(4773, 95)
(1939, 818)#(818, 1323)#(1323, 1509)#(1509, 1568)#(1568, 148)#(148, 2907)#(2907, 2637)#(2637, 2867)#(2867, 3703)#(3703, 1611)#(1611, 3754)#(3754, 1978)#(1978, 3887)#(3887, 4396)
(1921, 613)#(613, 3023)#(3023, 1878)#(1878, 2035)#(2035, 3390)#(3390, 290)#(290, 2236)#(2236, 3917)#(3917, 148)#(148, 3411)#(3411, 660)#(660, 1675)#(1675, 1198)#(1198, 2242)
(3301, 273)#(273, 326)#(326, 607)#(607, 2027)#(2027, 2028)#(2028, 1537)#(1537, 2270)#(2270, 3016)#(3016, 3390)#(3390, 176)#(176, 3652)#(3652, 2236)#(2236, 148)#(148, 1327)
(1011, 2006)#(2006, 3064)#(3064, 3529)#(3529, 3911)#(3911, 3710)#(3710, 1459)#(1459, 2656)#(2656, 3439)#(3439, 148)#(148, 3703)#(3703, 4637)#(4637, 1979)#(1979, 318)#(318, 846)
(2611, 1995)#(1995, 2663)#(2663, 2059)#(2059, 176)#(176, 148)#(148, 2171)#(2171, 4881)#(4881, 4887)#(4887, 4135)#(4135, 4786)#(4786, 318)#(318, 3858)#(3858, 768)#(768, 526)
(162, 528)#(528, 1330)#(1330, 51)#(51, 526)#(526, 246)#(246, 1209)#(1209, 37)#(37, 111)#(111, 232)#(232, 456)#(456, 1756)#(1756, 18)#(18, 148)#(148, 711)
(1006, 4270)#(4270, 2639)#(2639, 2636)#(2636, 148)#(148, 1971)#(1971, 1544)#(1544, 4897)#(4897, 1173)#(1173, 4881)#(4881, 4215)#(4215, 2209)#(2209, 2093)#(2093, 594)#(594, 592)
(1514, 2311)#(2311, 3978)#(3978, 3580)#(3580, 4057)#(4057, 3201)#(3201, 3932)#(3932, 148)#(148, 4548)#(4548, 2171)#(2171, 3426)#(3426, 318)#(318, 526)
(2825, 2499)#(2499, 61)#(61, 1272)#(1272, 1228)#(1228, 3657)#(3657, 148)#(148, 3187)#(3187, 2307)#(2307, 2778)#(2778, 2300)#(2300, 2054)#(2054, 94)#(94, 3747)#(3747, 2876)
(1345, 194)#(194, 1244)#(1244, 163)#(163, 3020)#(3020, 3016)#(3016, 4923)#(4923, 1566)#(1566, 148)#(148, 4408)#(4408, 3978)#(3978, 2365)#(2365, 3881)#(3881, 2987)#(2987, 587)
(2321, 1518)#(1518, 2908)#(2908, 2329)#(2329, 148)#(148, 4398)#(4398, 404)#(404, 2322)#(2322, 4141)#(4141, 2294)#(2294, 2002)#(2002, 4297)#(4297, 4901)#(4901, 724)#(724, 1249)
(1710, 1925)#(1925, 159)#(159, 197)#(197, 1795)#(1795, 1521)#(1521, 1999)#(1999, 1757)#(1757, 2045)#(2045, 3352)#(3352, 4070)#(4070, 148)#(148, 680)#(680, 3391)#(3391, 318)
(32, 2459)#(2459, 1406)#(1406, 1084)#(1084, 3721)#(3721, 3928)#(3928, 1386)#(1386, 3364)#(3364, 1878)#(1878, 1813)#(1813, 204)#(204, 3201)#(3201, 755)#(755, 2720)#(2720, 148)
(1159, 3928)#(3928, 3094)#(3094, 1561)#(1561, 2214)#(2214, 456)#(456, 3201)#(3201, 2937)#(2937, 605)#(605, 3016)#(3016, 4144)#(4144, 3931)#(3931, 1648)#(1648, 148)#(148, 1761)
(6, 1210)#(1210, 1620)#(1620, 1942)#(1942, 3335)#(3335, 1242)#(1242, 2663)#(2663, 440)#(440, 2218)#(2218, 1084)#(1084, 1386)#(1386, 541)#(541, 148)#(148, 1187)#(1187, 296)
(526, 4017)#(4017, 2688)#(2688, 148)#(148, 792)#(792, 4483)#(4483, 1175)#(1175, 1811)#(1811, 2093)#(2093, 2112)#(2112, 4642)#(4642, 4794)#(4794, 4804)#(4804, 4684)#(4684, 4797)
(108, 1272)#(1272, 2403)#(2403, 2035)#(2035, 2780)#(2780, 2774)#(2774, 148)#(148, 1017)#(1017, 1634)#(1634, 2002)#(2002, 2933)#(2933, 2912)#(2912, 239)#(239, 1978)#(1978, 3771)
(1947, 300)#(300, 1078)#(1078, 2265)#(2265, 1722)#(1722, 2053)#(2053, 2311)#(2311, 2516)#(2516, 3017)#(3017, 508)#(508, 265)#(265, 148)#(148, 983)#(983, 1230)#(1230, 1236)
(2866, 1871)#(1871, 381)#(381, 3020)#(3020, 1259)#(1259, 1864)#(1864, 2302)#(2302, 1072)#(1072, 895)#(895, 2045)#(2045, 445)#(445, 70)#(70, 3916)#(3916, 148)#(148, 318)
(2396, 3609)#(3609, 3417)#(3417, 827)#(827, 2256)#(2256, 148)#(148, 404)#(404, 2062)#(2062, 4586)#(4586, 4609)#(4609, 2710)#(2710, 1910)#(1910, 4881)#(4881, 2775)#(2775, 540)
(45, 2086)#(2086, 332)#(332, 1837)#(1837, 1940)#(1940, 2611)#(2611, 2663)#(2663, 326)#(326, 4057)#(4057, 4253)#(4253, 66)#(66, 89)#(89, 3352)#(3352, 148)#(148, 4786)
(148, 151)#(151, 343)#(343, 589)#(589, 111)#(111, 154)#(154, 162)#(162, 165)#(165, 171)#(171, 186)#(186, 227)#(227, 232)#(232, 246)#(246, 252)#(252, 254)
(194, 1165)#(1165, 2013)#(2013, 3277)#(3277, 1058)#(1058, 1538)#(1538, 2289)#(2289, 2231)#(2231, 3928)#(3928, 2579)#(2579, 66)#(66, 3439)#(3439, 176)#(176, 148)#(148, 2780)
(479, 3857)#(3857, 2489)#(2489, 2552)#(2552, 3510)#(3510, 1174)#(1174, 4572)#(4572, 1419)#(1419, 127)#(127, 1187)#(1187, 3700)#(3700, 148)#(148, 4756)#(4756, 1196)#(1196, 909)
(2798, 3423)#(3423, 818)#(818, 3467)#(3467, 2605)#(2605, 412)#(412, 3721)#(3721, 824)#(824, 1564)#(1564, 2052)#(2052, 2757)#(2757, 1923)#(1923, 148)#(148, 170)#(170, 1391)
(194, 3927)#(3927, 818)#(818, 1165)#(1165, 997)#(997, 1015)#(1015, 2999)#(2999, 148)#(148, 4548)#(4548, 1814)#(1814, 3391)#(3391, 2983)#(2983, 3353)#(3353, 3771)#(3771, 3971)
(189, 496)#(496, 1174)#(1174, 1756)#(1756, 148)#(148, 1664)#(1664, 3437)#(3437, 3438)#(3438, 3464)#(3464, 540)#(540, 899)#(899, 908)#(908, 1227)#(1227, 1235)#(1235, 3349)
(1085, 276)#(276, 3189)#(3189, 908)#(908, 204)#(204, 3803)#(3803, 145)#(145, 427)#(427, 148)#(148, 1353)#(1353, 2676)#(2676, 2187)#(2187, 657)#(657, 4881)#(4881, 2775)
(1011, 2743)#(2743, 1072)#(1072, 2329)#(2329, 3073)#(3073, 2001)#(2001, 3993)#(3993, 148)#(148, 1400)#(1400, 3881)#(3881, 318)#(318, 846)#(846, 526)#(526, 1198)#(1198, 296)
(2574, 1920)#(1920, 2807)#(2807, 341)#(341, 2086)#(2086, 1521)#(1521, 2408)#(2408, 3529)#(3529, 2656)#(2656, 914)#(914, 4070)#(4070, 3075)#(3075, 148)#(148, 2002)#(2002, 318)
(419, 164)#(164, 4642)#(4642, 3897)#(3897, 518)#(518, 4923)#(4923, 219)#(219, 2780)#(2780, 148)#(148, 2236)#(2236, 370)#(370, 3089)#(3089, 2725)#(2725, 4773)#(4773, 3656)
(1626, 2789)#(2789, 3173)#(3173, 1081)#(1081, 1386)#(1386, 2056)#(2056, 2720)#(2720, 148)#(148, 3890)#(3890, 971)#(971, 2744)#(2744, 3963)#(3963, 610)#(610, 296)#(296, 2489)
(1660, 2289)#(2289, 490)#(490, 2534)#(2534, 1540)#(1540, 19)#(19, 3803)#(3803, 2035)#(2035, 2903)#(2903, 518)#(518, 3276)#(3276, 827)#(827, 2652)#(2652, 3075)#(3075, 148)
(2064, 3778)#(3778, 3217)#(3217, 560)#(560, 1386)#(1386, 755)#(755, 2774)#(2774, 148)#(148, 2451)#(2451, 3375)#(3375, 4275)#(4275, 3948)#(3948, 2264)#(2264, 1474)#(1474, 2600)
(2064, 2349)#(2349, 2341)#(2341, 2053)#(2053, 3657)#(3657, 2258)#(2258, 901)#(901, 2722)#(2722, 3324)#(3324, 262)#(262, 914)#(914, 4773)#(4773, 148)#(148, 2490)#(2490, 1339)
(1349, 1073)#(1073, 1636)#(1636, 2196)#(2196, 3614)#(3614, 3090)#(3090, 1542)#(1542, 3924)#(3924, 148)#(148, 3244)#(3244, 267)#(267, 2252)#(2252, 1264)#(1264, 318)#(318, 846)
(2069, 171)#(171, 1272)#(1272, 2053)#(2053, 1009)#(1009, 1878)#(1878, 1540)#(1540, 1568)#(1568, 2060)#(2060, 148)#(148, 2867)#(2867, 4141)#(4141, 1944)#(1944, 4156)#(4156, 479)
(1272, 4357)#(4357, 2171)#(2171, 2215)#(2215, 3016)#(3016, 1425)#(1425, 3908)#(3908, 4275)#(4275, 3021)#(3021, 3162)#(3162, 2637)#(2637, 3915)#(3915, 460)#(460, 266)#(266, 148)
(1470, 2743)#(2743, 1830)#(1830, 1009)#(1009, 3201)#(3201, 418)#(418, 148)#(148, 2630)#(2630, 3072)#(3072, 3887)#(3887, 4788)#(4788, 1439)#(1439, 2806)#(2806, 318)#(318, 51)
(3737, 2349)#(2349, 940)#(940, 3094)#(3094, 148)#(148, 891)#(891, 3917)#(3917, 1634)#(1634, 2372)#(2372, 596)#(596, 2275)#(2275, 939)#(939, 1181)#(1181, 1202)#(1202, 1184)
(2408, 1913)#(1913, 1044)#(1044, 1590)#(1590, 2004)#(2004, 1626)#(1626, 2296)#(2296, 308)#(308, 825)#(825, 1618)#(1618, 1722)#(1722, 148)#(148, 1353)#(1353, 2867)#(2867, 3598)
(187, 3017)#(3017, 3858)#(3858, 25)#(25, 1318)#(1318, 2059)#(2059, 954)#(954, 194)#(194, 1021)#(1021, 3529)#(3529, 2053)#(2053, 2052)#(2052, 827)#(827, 3448)#(3448, 148)
(1583, 3338)#(3338, 940)#(940, 2328)#(2328, 2780)#(2780, 3162)#(3162, 148)#(148, 1814)#(1814, 4287)#(4287, 3438)#(3438, 3477)#(3477, 4786)#(4786, 1183)#(1183, 2678)#(2678, 33)
(1828, 840)#(840, 3017)#(3017, 3583)#(3583, 1242)#(1242, 205)#(205, 1006)#(1006, 1247)#(1247, 1538)#(1538, 1379)#(1379, 1811)#(1811, 3448)#(3448, 2485)#(2485, 148)#(148, 2859)
(2419, 3021)#(3021, 2579)#(2579, 148)#(148, 2025)#(2025, 442)#(442, 4148)#(4148, 3858)#(3858, 4903)#(4903, 318)
(899, 106)#(106, 30)#(30, 1879)#(1879, 1568)#(1568, 148)#(148, 3598)#(3598, 2055)#(2055, 2377)#(2377, 64)#(64, 1944)#(1944, 1910)#(1910, 318)#(318, 2679)#(2679, 770)
(2988, 440)#(440, 326)#(326, 480)#(480, 176)#(176, 148)#(148, 4141)#(4141, 3011)#(3011, 2431)#(2431, 2033)#(2033, 1315)#(1315, 2307)#(2307, 3457)#(3457, 3375)#(3375, 1944)
(3270, 1381)#(1381, 1072)#(1072, 3201)#(3201, 176)#(176, 70)#(70, 148)#(148, 4888)#(4888, 1315)#(1315, 1611)#(1611, 668)#(668, 3375)#(3375, 4934)#(4934, 296)#(296, 590)
(318, 3858)#(3858, 1803)#(1803, 4148)#(4148, 1183)#(1183, 1628)#(1628, 336)#(336, 539)#(539, 148)#(148, 3063)#(3063, 3931)#(3931, 2867)#(2867, 1172)
(2798, 3423)#(3423, 2624)#(2624, 1272)#(1272, 2385)#(2385, 3738)#(3738, 2045)#(2045, 3390)#(3390, 3417)#(3417, 148)#(148, 2725)#(2725, 1213)#(1213, 3908)#(3908, 3411)#(3411, 1238)
(667, 256)#(256, 354)#(354, 1042)#(1042, 1246)#(1246, 2349)#(2349, 2331)#(2331, 148)#(148, 13)#(13, 1634)#(1634, 1978)#(1978, 1400)#(1400, 51)#(51, 1172)#(1172, 2633)
(252, 582)#(582, 1268)#(1268, 2112)#(2112, 2955)#(2955, 217)#(217, 1004)#(1004, 412)#(412, 490)#(490, 3180)#(3180, 10)#(10, 148)#(148, 3075)#(3075, 449)#(449, 2365)
(2338, 523)#(523, 3126)#(3126, 2743)#(2743, 4219)#(4219, 2861)#(2861, 1081)#(1081, 480)#(480, 3029)#(3029, 3738)#(3738, 1569)#(1569, 3652)#(3652, 2908)#(2908, 3089)#(3089, 148)
(181, 3615)#(3615, 440)#(440, 523)#(523, 2419)#(2419, 2866)#(2866, 3467)#(3467, 2270)#(2270, 1417)#(1417, 4809)#(4809, 3550)#(3550, 3183)#(3183, 3089)#(3089, 148)#(148, 7)
(3064, 3021)#(3021, 4921)#(4921, 1357)#(1357, 4642)#(4642, 1164)#(1164, 1540)#(1540, 2720)#(2720, 539)#(539, 3895)#(3895, 3183)#(3183, 1317)#(1317, 148)#(148, 3917)#(3917, 296)
(2196, 2212)#(2212, 277)#(277, 256)#(256, 1837)#(1837, 430)#(430, 2611)#(2611, 711)#(711, 2634)#(2634, 4480)#(4480, 4253)#(4253, 373)#(373, 3352)#(3352, 148)#(148, 1979)
(523, 3536)#(3536, 1660)#(1660, 148)#(148, 64)#(64, 1691)#(1691, 800)#(800, 2551)#(2551, 296)#(296, 3490)#(3490, 586)#(586, 2775)#(2775, 1174)#(1174, 318)#(318, 1531)
(2611, 1246)#(1246, 1470)#(1470, 440)#(440, 2064)#(2064, 303)#(303, 2396)#(2396, 2339)#(2339, 1386)#(1386, 3520)#(3520, 380)#(380, 539)#(539, 148)#(148, 1991)#(1991, 2422)
(1100, 430)#(430, 3090)#(3090, 665)#(665, 307)#(307, 148)#(148, 2912)#(2912, 1792)#(1792, 1933)#(1933, 4881)#(4881, 318)#(318, 51)#(51, 846)#(846, 526)#(526, 2247)
(545, 3520)#(3520, 3179)#(3179, 378)#(378, 2302)#(2302, 1509)#(1509, 2579)#(2579, 4070)#(4070, 148)#(148, 4260)#(4260, 3653)#(3653, 740)#(740, 1227)#(1227, 1430)#(1430, 4756)
(2341, 2604)#(2604, 2709)#(2709, 3183)#(3183, 148)#(148, 3505)#(3505, 4948)#(4948, 1174)#(1174, 260)#(260, 1187)#(1187, 2546)#(2546, 3705)#(3705, 910)#(910, 2708)#(2708, 1202)
(1004, 1884)#(1884, 2603)#(2603, 1009)#(1009, 1638)#(1638, 3102)#(3102, 3792)#(3792, 4252)#(4252, 2219)#(2219, 3075)#(3075, 148)#(148, 2630)#(2630, 4548)#(4548, 3551)#(3551, 897)
(818, 3064)#(3064, 1626)#(1626, 208)#(208, 3173)#(3173, 2044)#(2044, 360)#(360, 380)#(380, 1072)#(1072, 219)#(219, 1811)#(1811, 2485)#(2485, 148)#(148, 2215)#(2215, 602)
